mfcc_mean_0,mfcc_mean_1,mfcc_mean_2,mfcc_mean_3,mfcc_mean_4,mfcc_mean_5,mfcc_mean_6,mfcc_mean_7,mfcc_mean_8,mfcc_mean_9,mfcc_mean_10,mfcc_mean_11,mfcc_mean_12,mfcc_std_0,mfcc_std_1,mfcc_std_2,mfcc_std_3,mfcc_std_4,mfcc_std_5,mfcc_std_6,mfcc_std_7,mfcc_std_8,mfcc_std_9,mfcc_std_10,mfcc_std_11,mfcc_std_12,pitch_mean,pitch_std,energy_mean,energy_std,zcr_mean,zcr_std,spectral_centroid_mean,spectral_centroid_std,emotion
-491.3697,49.713394,6.2516932,4.4800606,-1.3289071,-1.0677876,-5.0970592,-4.204984,-7.103536,-9.192156,-1.0010443,-2.645675,-3.8216429,166.93727,63.163876,26.799646,18.472326,22.017565,15.608221,15.507817,11.253615,10.823815,13.269214,10.594737,7.6975164,9.562312,325.91016,201.65326,0.016229479,0.021826144,0.17852313701923078,0.15174614744979184,2554.6841431957932,1355.9342456465868,happy
-515.12054,45.734818,9.516358,11.276342,-0.5407992,1.1074402,-2.4576232,-7.7583537,-9.343863,-9.999996,-1.7932863,-3.0235064,-6.0881534,167.20747,63.027664,23.749462,17.647463,18.520205,13.262713,13.865727,13.018515,13.206392,12.852042,9.945198,7.8999166,9.015258,644.4817,1047.1411,0.0095515195,0.013376013,0.17288912259615385,0.14266097259205468,2850.3295516557896,1591.0327867558624,sad
-543.52234,72.45721,17.83646,8.512554,-3.5985918,1.0645391,1.1019951,-5.7319174,-11.0071,-8.445074,3.753218,-4.50439,-4.6563616,193.68501,65.88508,27.191866,27.705652,26.446125,20.215715,17.042074,15.120727,14.213967,12.511759,9.895439,11.099057,10.765391,474.35318,696.80884,0.008147555,0.007307489,0.1577411358173077,0.15223797091000915,2566.6467583501526,1485.1021166680503,disgust
-587.6813,60.783325,14.142777,17.426477,2.2095728,2.9838326,2.6396728,-2.570144,-7.192222,-4.7356634,5.276325,-3.230751,-3.7302165,176.01767,61.84291,24.585274,25.350204,16.97888,18.281511,18.315733,12.359047,13.966501,12.421929,9.779842,10.9640465,9.78646,719.53357,1029.406,0.00497114,0.0057023074,0.17518780048076923,0.14838682209504767,2733.5167629736325,1264.151659906798,disgust
-672.48126,72.074745,26.40566,27.115208,15.2116585,7.8928204,6.013147,3.0336547,-3.9375374,-2.1933799,6.203866,1.6361748,-0.56527334,176.41115,52.222446,22.714806,21.811626,19.520546,15.33859,13.54005,11.544296,13.524587,11.797403,9.681221,10.769708,9.908627,559.5137,888.56213,0.0020011985,0.0020475823,0.16307842548076923,0.169792156643677,2423.7208759907353,1334.5021027827552,sad
-438.23108,37.330334,-4.041381,5.4015946,1.1049174,-2.0994644,-1.5423303,-2.4792054,-8.260303,-2.5781782,-0.04611552,-3.0038579,-5.8706813,179.888,36.710842,14.527684,16.09431,18.66684,18.627655,13.3252125,10.125103,11.298437,9.763185,9.43729,6.1775484,8.93719,646.22894,657.22473,0.02571904,0.035503983,0.1500525841346154,0.0911896264148911,2751.308823164265,895.8573629553532,fearful
-416.56516,40.96642,0.65844387,7.3058653,-4.8249407,-4.642171,-2.2614355,-0.023175254,-6.5771623,-7.664329,0.24624866,-2.1137962,-3.3786998,192.1428,49.295845,20.16657,24.11766,21.083347,17.654766,13.4795265,11.0918045,10.464914,12.506243,10.041164,8.259576,8.393352,546.6596,736.3799,0.027075922,0.031456534,0.1756573016826923,0.1568057381407828,2894.209382829344,1165.0843288576018,angry
-508.31696,51.291843,4.5717297,7.0513306,-3.0283246,1.2409118,-0.9131976,-3.6179724,-7.64429,-7.0855646,2.0280786,-4.7976437,-1.7916793,188.13681,60.596962,24.097174,22.545988,25.611502,18.496511,14.558988,13.933189,14.247885,14.667123,11.205825,9.86548,7.816876,360.1892,401.82303,0.013528015,0.017007079,0.1727276141826923,0.13914452920674464,2631.7900907734147,1263.7455270083342,angry
-594.8726,57.10479,11.772701,10.388433,5.5334907,4.0995665,1.3459322,-5.321383,-4.7881594,-2.69794,0.8557447,-1.4167134,-3.173415,185.3534,58.510216,18.299534,19.051527,20.195713,15.970241,12.015707,13.8088255,11.286856,11.799234,9.499978,8.390061,9.4186125,332.1831,356.24338,0.006501806,0.008749738,0.21275916466346154,0.16120498898478258,2643.774918918191,1213.5657690916144,fearful
-664.89087,43.917423,12.750706,9.016259,5.0735416,5.0760975,1.8106096,-0.78712493,-2.9555228,-0.93708235,4.608219,0.5362773,-1.240383,185.31137,48.93603,17.225718,17.506603,15.32213,11.434923,15.088298,15.009374,13.84454,12.196109,7.830071,9.222063,10.383688,412.41797,535.93536,0.003467609,0.005169358,0.2073692908653846,0.127181167778778,2872.217640005542,1010.0838000876028,surprised
-539.9144,35.617046,4.009199,4.2967377,-0.3323012,1.6683517,-3.1368785,-1.9360405,-8.331739,-3.9194424,1.4672781,-2.4488993,-4.078431,188.25125,51.31087,17.761326,21.34763,18.131289,13.043322,15.405173,12.164252,14.78322,12.044966,10.00879,8.734601,9.859209,446.1667,364.9366,0.011654794,0.016650215,0.1896259014423077,0.12924536516044416,2917.5603439038173,1158.591758028065,surprised
-537.8001,60.029964,9.979377,13.116786,2.875943,-1.9812368,0.3037158,-0.9060723,-10.308554,-2.399228,3.7614226,-5.958579,-3.2741776,182.62674,58.083977,21.802301,26.180252,21.58948,17.767405,14.988318,13.072136,13.744002,10.128256,10.322418,11.2358055,8.978217,600.6146,844.9744,0.0064269938,0.0061607556,0.17187124399038461,0.1346854933324735,2801.0366737391882,1307.4180662283677,disgust
-585.578,53.9092,8.551339,8.615105,2.021849,3.3146296,-2.2666698,-2.390314,-5.591077,-6.103104,-0.43758744,-1.4597471,-2.2498128,181.62549,62.47718,20.181042,20.784887,16.483988,14.5926695,12.071067,11.813578,12.743584,12.244862,9.782434,8.263809,8.673325,495.85226,754.10626,0.0065379357,0.008540248,0.19242788461538463,0.14981817628238114,2792.257419900335,1317.4628340114566,sad
-666.5839,63.231236,24.916498,21.201748,6.556198,6.724847,2.9641008,1.3901263,-2.8311086,-3.4971592,3.8971133,-2.312082,-3.7011693,167.95183,64.78971,19.501143,20.793846,22.184816,15.246997,13.538785,10.933012,12.903243,11.563377,10.532219,11.240967,9.045542,653.4531,1066.4539,0.002430234,0.0028022586,0.18716947115384616,0.17788383245791514,2827.6902774926557,1680.450932444783,sad
-561.6387,72.81644,21.305191,11.876939,-3.5313532,0.37385008,0.36597383,-2.3213477,-7.4537935,-7.249845,3.1175127,-6.3353696,-3.9446702,164.16338,74.026985,26.901834,27.530928,25.774973,21.798641,14.858724,11.068338,12.280276,10.550238,11.124366,11.119948,7.080594,358.96182,485.60898,0.006945242,0.0084756175,0.17065054086538461,0.1764125890896046,2604.553179255422,1699.421926846869,disgust
-300.06906,28.538439,-10.633857,0.8635833,-16.668148,-6.980053,-3.1312644,-3.766154,-9.620263,-12.182844,0.38323733,-5.2078705,-6.306188,181.66728,46.065292,26.635412,21.573025,29.566526,21.01601,17.254278,12.088557,11.675029,13.85515,8.677123,7.529665,9.831582,645.66235,687.2592,0.076146446,0.08734197,0.1615948016826923,0.13852681334089373,3044.6197501907477,1215.3872283325943,angry
-436.21863,32.413116,-7.5865893,2.4980667,-2.1875079,-4.9910436,-2.5004056,-7.887591,-11.460223,-5.445917,-0.84751725,-1.8981515,-5.6724343,187.93777,39.73074,20.988483,16.164284,19.283592,20.704226,9.775439,12.00008,11.69981,10.792869,12.842002,7.3725677,8.860685,647.2344,540.52234,0.027578423,0.04146184,0.18368389423076922,0.16011343704308215,2789.289992194714,1128.559332571834,fearful
-617.25867,62.403675,17.133154,15.060154,6.1590576,6.0027924,3.4515164,1.6425192,-4.316301,-1.182393,5.471088,-0.6406669,-0.19500814,196.89716,49.252434,19.721859,18.359781,19.416742,17.138182,13.625659,11.544034,12.36729,11.874492,10.582884,10.806752,8.334677,462.37518,734.3717,0.003751961,0.0041361586,0.16734525240384615,0.1153211127889879,2727.7757983640886,1110.7781828542757,fearful
-553.6842,56.841858,14.843957,13.200569,2.318489,4.3122983,0.22810687,0.61677444,-6.6573424,-2.587219,3.0743146,-3.2373679,0.37187466,184.76147,62.533157,22.483969,24.633833,21.669052,16.897863,13.854176,11.163678,12.787973,10.310941,10.791677,10.616981,6.50815,537.39685,847.11365,0.0065051527,0.0075958823,0.15184795673076923,0.11941489799443764,2682.7587003236977,1322.9151730826984,angry
-574.7024,46.382706,1.8393469,3.810083,1.7404102,3.4103599,-1.609247,-8.255815,-12.144376,-2.9855838,2.333369,-2.50284,-2.1914852,173.06427,43.375546,20.904783,19.453367,15.683541,14.137273,13.431586,13.281962,13.381974,10.304695,9.724647,7.9538755,10.000358,622.0006,654.29,0.007159314,0.010385818,0.165802001953125,0.10953125265967656,2859.36972438146,984.2743607190466,surprised
-500.39792,34.75659,3.068416,4.4799466,-2.476652,0.17900038,-2.265985,-0.4081894,-7.5609713,-3.24731,1.9560815,-3.2874389,-5.153929,178.65575,44.74409,14.945744,17.501087,18.830935,17.827417,13.441035,10.982447,13.04707,10.791929,9.471538,10.537565,9.336724,570.6585,609.0603,0.012121488,0.016919063,0.18099083533653845,0.11754233433424724,2936.4187280803812,1049.6517802276571,surprised
-698.97644,78.84045,24.445425,26.071943,18.228539,12.603283,5.947657,1.6679269,-1.593653,2.9220276,4.6952834,0.4804,-2.4296572,178.48228,48.082222,20.852901,19.268461,18.69209,14.093021,12.959939,13.18627,9.851761,9.531529,8.717484,9.509463,8.056712,276.2515,348.1564,0.0014990667,0.0014986667,0.12736253004807693,0.1123565705667169,2331.0912037982202,1030.5382412684926,calm
-723.91626,64.25659,24.88077,20.290344,12.468756,5.7647743,7.012582,1.6886281,0.06716362,0.6696704,4.0034103,3.0183945,-0.26700047,183.22426,60.12294,18.730223,19.208061,14.854716,13.945967,12.42527,11.816889,12.334253,11.269883,9.159011,10.807056,9.201479,587.899,1028.2474,0.0018768657,0.00244803,0.1835712139423077,0.15578652364701265,2664.1100427242823,1170.1314689751612,neutral
-675.1381,71.088234,23.043823,23.763773,14.744296,9.062903,4.1995287,1.9704074,-2.0827575,0.66920775,9.047164,1.8381937,-1.2269003,168.94412,60.834385,20.614895,24.662651,18.913706,15.463684,14.129046,13.149839,11.550621,11.28614,10.442264,11.423627,9.698801,424.82266,695.8183,0.0018651529,0.0016173167,0.12150315504807692,0.13033386319727028,2391.135472764228,1373.9980177227733,calm
-653.1032,55.22261,17.102257,11.966534,10.1432495,7.005612,-1.4302855,-0.7286669,-4.527174,-0.6584306,3.4131873,0.15444559,1.3963486,186.84627,65.08455,18.490063,19.730068,17.28042,13.374313,15.651959,14.057871,15.140472,13.635229,9.879483,10.420585,8.333809,348.92883,285.72385,0.0038529262,0.0051621916,0.1611853966346154,0.1253037978582763,2787.2576812473635,1583.0913849040235,happy
-440.45227,57.365253,3.0009265,6.3545823,-1.5284463,-2.3488746,-3.059496,-0.76580304,-9.111816,-7.2739096,2.053437,-3.498648,-1.7952101,171.473,58.584217,22.574915,24.924246,26.097883,15.428397,15.128763,14.767535,13.293897,10.171463,11.423557,10.215435,7.739585,519.7397,649.32416,0.021133885,0.022061625,0.14403545673076923,0.138359085513042,2715.4655928097754,1574.150210259998,happy
-599.48364,56.986794,11.368001,12.078187,6.1191635,5.109668,0.65483,-8.50311,-7.412029,-3.052085,0.48540872,-1.9452671,-2.0883238,194.73894,57.293953,22.237001,17.59349,16.2153,16.39246,11.927142,14.240502,11.770671,11.515001,10.94454,8.1843605,8.947343,322.10187,294.5111,0.006533086,0.008479631,0.1991473858173077,0.15313027834262277,2717.0723284018923,1282.1455814312012,fearful
-488.04074,58.72539,8.626506,8.836392,-3.0260854,2.5328734,-3.315002,-5.028342,-7.8918624,-8.868074,2.683213,-6.7800813,-2.1079187,182.81879,70.09797,28.785072,25.496685,27.226362,18.081247,16.186714,13.258469,12.999076,13.797528,13.047727,12.881156,8.540177,528.3439,810.3315,0.013445612,0.014723666,0.15928485576923077,0.14306781615183412,2625.799604377653,1539.1519443773352,angry
-317.24738,37.065655,-11.064587,3.9444168,-15.951617,-7.4655275,-7.7351766,-2.3925679,-10.927283,-10.6917305,-0.6235057,-4.3775954,-4.3195376,191.82172,46.039635,23.697863,24.4632,27.118286,18.863022,20.859493,13.828315,13.207202,13.243936,10.260374,9.327079,10.392781,792.44806,721.4964,0.06785235,0.064647995,0.17520658052884616,0.14369266687637963,2887.01617260012,971.6806752875499,angry
-469.4398,43.330032,-5.429515,5.8498163,-0.19393815,-3.53591,-1.9406542,-4.2142305,-11.016827,-5.4125056,0.26333654,-0.8337996,-3.553461,197.13367,40.72537,18.174469,19.312757,17.7176,18.413813,10.746258,11.254961,12.859791,9.755922,10.3859625,7.594553,8.350493,600.9374,477.39868,0.021371946,0.029588938,0.1748722956730769,0.11178329850157197,2644.336906675375,877.0949383897885,fearful
-677.5628,59.673813,17.546156,20.996733,14.278164,7.4444327,4.1967454,4.250051,-3.050431,1.6583071,5.3443227,-0.3988435,-0.8468543,180.81387,45.85932,18.807123,19.77745,18.253916,14.544161,12.215659,11.830373,14.861207,11.774368,8.978598,10.563778,10.702709,512.7546,780.50183,0.0020462815,0.0025265024,0.15128831129807693,0.11726737881075429,2598.240498380838,858.2878927552971,sad
-571.28674,59.66825,11.175766,17.305342,4.6450605,0.49113137,4.7850733,-3.5163496,-5.6535726,-3.4205954,3.4183931,-3.345284,-1.6457281,175.66478,61.21751,23.777227,27.977488,16.936989,17.131542,13.430727,12.691403,10.562909,10.8912325,10.717856,9.358286,7.724684,575.23395,890.49176,0.006408466,0.007920076,0.1720966045673077,0.1457144745486093,2746.322269946003,1333.3591858065338,disgust
-500.03857,61.743263,12.810821,8.92229,-4.3784313,-0.6332178,-1.0477089,-4.908643,-7.216882,-3.506728,2.0790014,-4.99245,-6.4046354,162.79762,67.7701,25.632868,24.911888,25.956907,19.120607,15.133836,11.092824,10.952403,10.246909,8.556231,9.720684,9.0933275,518.39246,796.7123,0.009686411,0.0109017575,0.15628756009615385,0.1639948288568446,2667.5350118718397,1509.2624225194015,disgust
-554.0531,50.624775,8.551656,9.134804,-0.30372807,-2.3849745,-0.6633627,-8.487737,-9.985979,-8.541695,-3.6199765,-1.0246422,-5.4523044,187.604,60.694633,24.596766,25.610758,21.357018,18.62674,14.57171,14.848397,14.848416,13.496419,10.798449,8.276657,9.7172365,514.1077,823.73193,0.010098666,0.012070076,0.21498647836538462,0.17153390446084088,2785.511086746398,1404.688887230843,sad
-523.5798,27.700947,5.7205462,5.2642126,-1.5847394,-0.14922015,-3.4707012,-0.9929676,-8.842206,-2.3787918,0.18492156,-4.3241124,-4.9720883,178.60649,49.133003,17.924877,19.074192,17.277916,13.887537,14.570892,10.3192005,14.6150875,11.857442,10.268561,9.14108,9.408523,483.94583,612.9254,0.011205615,0.016497144,0.21098257211538463,0.14669144076543994,3129.612111658929,1240.062141233399,surprised
-623.07294,44.480453,9.57879,2.9231205,1.2533535,1.4336917,-2.1143465,-2.410705,-4.1295652,-4.393971,0.62832344,-2.1670794,-4.09606,173.55023,52.11198,19.893309,19.590658,16.50543,12.95508,15.984277,13.096835,14.057566,12.962171,8.275648,9.09088,10.564402,413.16846,556.9868,0.0050375243,0.007635338,0.19746469350961537,0.15185529599947187,2905.409518657682,1119.756670205056,surprised
-454.15912,55.291862,-4.588406,1.8213491,-5.0858316,-4.7868505,-4.8164825,-6.5443387,-13.883381,-9.801053,-2.7032537,-5.396509,-3.3562143,173.70943,60.527897,28.96268,23.0146,25.136097,20.016537,17.20665,13.82732,15.692912,12.717414,13.118261,11.071991,8.700524,511.8545,669.76624,0.02207286,0.021630757,0.1473670372596154,0.14283578464423813,2700.3720353878675,1579.9431994838956,happy
-667.1189,59.8554,12.787922,13.26006,9.747285,5.0369797,0.62313396,-3.6338677,-2.31534,-3.2098505,3.6579397,1.1256208,-2.1992097,172.61075,58.158325,17.275095,22.26399,15.090488,14.916774,14.848233,14.430076,13.026582,12.453995,9.834233,8.99515,10.723115,578.65424,767.1939,0.0035289228,0.0050258166,0.1389685997596154,0.10406237240545965,2546.360674290228,1007.606455919805,happy
-701.3404,60.40706,18.294573,25.05285,15.107063,10.828222,4.42539,4.8299103,-1.3805414,-0.24260278,6.2590218,-0.7687615,-3.4603243,165.02489,51.31012,21.266298,20.712938,18.498014,15.329253,12.957815,10.508136,10.775215,11.879525,10.6934805,10.313418,10.259527,638.7702,960.95355,0.0011575572,0.0011994136,0.1755596454326923,0.14080022490122351,2868.3243275048553,1316.361653416487,calm
-680.4287,68.72433,26.071697,23.224308,14.647479,13.789682,1.9626082,3.885071,-4.5221343,2.041603,7.53211,2.0581453,-4.0766773,169.32127,61.96248,19.797712,22.546604,17.382214,13.073748,13.236525,14.259787,10.842826,11.344717,8.692359,7.9046397,10.847741,399.26007,708.6677,0.0016429569,0.0014703665,0.1298602764423077,0.1445131649706665,2675.57366598684,1550.9572366359794,calm
-689.6507,60.24459,23.595118,21.462034,11.22216,5.671192,5.076105,0.49721962,-2.2550359,1.1738229,2.6743038,-0.99404323,-0.9187219,178.14372,62.94849,16.483036,23.504354,15.225302,16.166388,11.439891,12.149371,12.488482,9.33564,10.560608,9.413863,9.117311,399.62134,720.7251,0.002336163,0.002926164,0.18016451322115384,0.14185440717277673,2634.2576721829664,1289.8716628554373,neutral
-451.91867,51.587673,1.6402837,8.23972,2.4192157,-2.3339028,-1.0101974,-0.8257728,-6.6735353,-3.7220855,1.5290877,-1.263981,-1.9508195,168.7465,54.99122,23.368273,21.12102,25.128717,16.757711,13.797816,11.884293,12.026482,12.245167,9.6862,8.702653,8.430616,566.0277,668.8357,0.020249806,0.02491323,0.14135366586538461,0.11960885585127493,2499.150612909739,1229.2124962164771,happy
-639.93616,55.890606,18.359983,13.772841,9.292901,3.2555223,1.7859752,-1.222249,-2.3798058,-3.9472506,3.0514374,-0.85723007,-2.47302,192.3794,62.544083,20.493727,19.368513,16.456394,14.898261,15.0879965,13.233676,12.213384,12.516265,10.44432,8.927955,10.304878,316.90045,365.27365,0.0045303823,0.006071464,0.20516075721153845,0.16872016163069628,2899.8707583464898,1556.9984263074218,happy
-677.6162,67.6151,24.948809,22.507313,16.258049,9.056511,4.506172,3.4665,-2.1731,3.272902,7.656547,1.5573653,-2.4093602,175.88506,54.140034,18.20708,22.944595,18.32544,14.871807,13.382601,15.142501,12.432314,10.981807,10.606548,9.224518,11.843618,391.3045,640.02203,0.001587273,0.0013228448,0.10999098557692308,0.12351041389959018,2593.191736357281,1180.0612101728227,calm
-691.6226,63.839542,21.956114,16.838308,11.296404,6.3018374,7.153566,1.0419018,-2.0614343,0.5998324,3.6753983,1.0416903,-1.342222,182.37422,58.450497,16.466227,19.546488,15.435172,14.518479,10.9217825,12.967317,14.323573,10.0765085,9.503752,9.335731,11.196572,570.32245,823.73016,0.0025901385,0.0033646245,0.18438626802884617,0.14066820397660185,2705.069437453414,1257.514349959222,neutral
-722.6745,66.281715,24.678993,23.338123,16.507883,12.499136,8.958508,4.132096,-0.46154034,4.894765,6.281128,1.7231052,-2.3853004,178.68497,50.97176,20.5387,17.258467,17.310488,12.179836,11.39579,12.995095,13.836569,9.564844,8.134414,8.520994,10.819731,493.2835,915.2238,0.0012009692,0.001343178,0.13934044471153847,0.12654156689761203,2678.80043361088,1173.7038284504242,calm
-508.28256,55.783318,6.691262,9.46266,1.143884,-1.0271682,0.9793822,-1.5649348,-6.3867555,-3.5173287,1.8816803,-2.8263385,-2.723076,189.1102,59.893135,23.830658,25.930326,20.365911,17.344347,14.311255,12.939483,13.638565,11.695656,9.625015,11.161387,8.035212,660.2636,853.19226,0.01053206,0.011529504,0.14515474759615385,0.10455067037616875,2616.2254544297184,1189.0856191881162,angry
-586.113,61.877388,17.474802,11.803184,3.9930983,3.7311532,4.051874,1.6495882,-5.3228736,-4.080895,2.1647604,-0.4012193,-1.4937311,196.78363,52.104687,22.282867,22.143427,22.49227,18.072172,13.496455,10.878348,12.411706,11.339141,10.252977,9.646042,8.067363,464.97858,670.95276,0.0054988256,0.0060136034,0.17589768629807692,0.15270184511512144,2689.6137917103183,1150.8164611124143,fearful
-424.05496,31.558756,-5.2327833,-0.589053,-4.461408,-0.5998787,-2.3554919,-5.559708,-9.297789,-5.7093806,0.31356734,-1.8554473,-4.206516,194.93665,39.52153,21.434303,18.947044,22.610725,17.700539,15.209448,10.557248,10.619302,13.4035225,10.965011,6.8786364,9.498258,785.1277,846.5172,0.031171534,0.04189553,0.15492788461538462,0.12070945848335865,2979.8128041433597,1264.5834769904657,fearful
-308.48404,47.144207,-3.659138,8.185229,-11.060708,-12.237216,-1.5334494,-1.5044308,-9.194941,-10.258081,0.40713853,-4.7308803,-3.25407,183.7876,55.274254,26.514847,24.228724,27.861208,20.874046,13.458408,13.217455,11.095189,11.830636,10.049379,7.4378114,9.881482,664.8106,795.91376,0.063004,0.06387886,0.1449481670673077,0.14298898473099672,2750.8682539753922,1461.936930963839,angry
-602.52484,62.780647,17.029926,10.639596,0.32031298,5.0013304,0.62128955,-1.3380514,-2.6952052,-4.479964,4.84361,-4.506745,-2.2891972,175.50018,71.09996,20.562296,22.68087,22.149775,17.167696,15.248843,10.669527,11.3356,12.9458475,10.880462,11.761024,8.781661,621.57513,1004.21924,0.0051245936,0.0066647716,0.19299879807692308,0.1579848540670229,2768.780403126982,1474.4869464615122,disgust
-675.7965,64.18655,25.17816,20.519028,9.746448,8.061961,5.3632298,1.8723782,-3.6181533,-0.48599824,3.7712858,-1.7595949,-1.7675518,186.95798,60.556908,17.153229,22.784046,19.787535,17.447329,10.503416,13.189934,12.782811,10.92825,9.16649,10.622924,10.015203,529.74384,899.308,0.0027692658,0.0033228667,0.1995868389423077,0.17123848018570015,2736.1118407595786,1394.5876677014192,sad
-508.37717,70.08415,5.9105244,13.172208,5.6440554,0.7088604,-5.981034,-4.925704,-10.366463,-7.4522505,-1.9257259,-3.7555275,-3.5033934,153.19365,57.47439,25.814476,24.49348,18.759962,17.89748,15.622029,14.18132,14.417803,11.492663,10.493719,9.406947,8.237832,393.13678,570.4568,0.011023538,0.012249792,0.09699519230769231,0.08674758065030022,2314.193765832434,1231.9711669332003,sad
-513.35254,57.52678,8.88024,16.831013,0.8742711,1.4247327,1.0672724,-3.5862448,-9.49821,-3.571722,6.294766,-3.075656,-2.3540862,177.24057,64.04044,23.177565,26.621264,18.986784,17.326403,16.773012,14.543235,12.157542,11.92504,9.880493,10.120639,9.353658,626.07806,896.1861,0.008252265,0.009120581,0.17520658052884616,0.13952833098355294,2825.174689916157,1388.8412301357837,disgust
-586.5722,37.90932,4.393865,7.105644,2.0503995,1.3224363,-0.97056025,-2.9377427,-4.8797174,-2.9095256,1.6034971,-0.98448414,-3.5281594,177.42516,46.51431,15.074651,17.73576,17.836014,12.553971,14.43505,13.812103,13.179061,12.415451,9.432643,9.142408,11.243617,432.76477,554.84406,0.0068685696,0.009950347,0.1404484675480769,0.0978469068086929,2759.3413200725604,1031.4202100425875,surprised
-570.8905,45.812622,10.020082,8.902939,2.562889,2.2102647,2.3875673,-0.4461332,-7.483933,-3.2333755,2.4564478,-1.9687303,-2.34934,195.43239,53.13189,19.24987,20.416224,19.105028,18.44895,12.190557,11.866139,13.193044,12.321009,11.598547,9.937934,9.604789,549.602,696.20966,0.0090915635,0.013012002,0.14334810697115385,0.10534110520191535,2551.6318024401053,1057.443579169046,surprised
-387.9123,24.468336,-29.312523,-5.353547,-7.50714,-8.826445,-8.186984,-8.987213,-14.333241,-0.8810118,-10.918351,-7.248982,2.277178,136.07182,37.621204,32.88139,31.044012,23.30105,18.735863,15.152195,13.282284,17.955006,9.468788,14.096348,11.141217,12.906836,1158.4712,879.3144,0.03437966,0.04759941,0.2152644230769231,0.1414730195351942,3229.131408123138,1195.7469514725278,happy
-617.6373,49.423885,-4.889666,5.2316575,-1.7758266,-12.39175,-6.885592,-17.321108,-8.660793,-5.433537,-7.655446,-8.582306,-8.802661,183.7446,56.965473,33.435673,16.983994,13.601762,20.951912,14.630985,20.0315,17.072538,10.675846,10.139141,9.378507,11.445675,581.9384,847.69165,0.005180851,0.005474199,0.24266451322115384,0.22113422514079437,3315.2888745868786,1755.322702534027,happy
-668.87946,53.99262,9.803867,7.517777,3.4323003,-3.405559,-0.8339417,-15.372744,-5.7202406,-4.5154533,-3.8581252,-5.539794,-8.659852,162.40283,56.34213,28.187563,20.433802,12.869504,17.536789,16.581097,17.052252,13.525521,10.766078,7.8037176,6.8305297,11.062713,498.03763,712.9826,0.0031524878,0.0031499679,0.22000450721153847,0.23227488599474197,3177.9587190364396,1838.483907819313,calm
-664.3952,52.497704,3.883108,10.24732,-0.43750033,-6.1963515,-0.87537193,-14.785187,-7.0357046,-4.5476456,-4.1132293,-6.148728,-4.8656135,166.03638,58.33971,24.174488,23.557482,12.497348,15.499736,14.007473,17.337336,11.0894375,8.300673,8.466724,7.494881,9.599843,589.4554,912.7523,0.003049175,0.0034618059,0.25890174278846156,0.2518997384291056,3289.020901516045,1767.3888522103318,calm
-710.17346,66.073105,7.297294,9.079091,0.08509533,-5.358566,-1.9038434,-16.555132,-6.159784,-3.1987789,-2.094388,-6.675462,-7.816105,182.31647,65.58035,22.588364,22.045862,11.27368,14.465721,11.149816,20.060507,10.455447,9.199685,6.994119,9.250323,9.211204,621.23706,896.01135,0.002424338,0.002576385,0.2065655048076923,0.22842469110167696,3080.0302197344863,1940.3751396635791,neutral
-577.05334,44.201004,-13.64958,-3.5170171,-1.7542173,-8.955293,-4.1852,-12.119939,-12.112782,-5.869934,-0.83603305,-10.299275,-0.24038966,185.94243,51.291733,26.29958,22.36354,12.736294,19.16357,13.099703,15.6235285,16.467915,11.14579,9.007621,13.9460125,8.970637,676.8602,716.7501,0.0081551615,0.00958174,0.31705228365384613,0.2623483940736883,3380.233160316561,1543.3245780438897,fearful
-499.68503,59.036495,-28.76809,-0.039062735,-11.68606,-14.284895,-5.8813934,-18.462976,-18.964878,-0.7073692,-5.6893725,-7.567467,-4.95428,149.05246,65.50622,35.46384,27.63782,20.79818,21.979061,18.313995,18.902178,17.79661,11.123303,9.512365,10.167009,9.5693655,989.197,1026.7847,0.011425515,0.0127342045,0.22770432692307693,0.2162576022734554,3214.436781273037,1913.013678106413,angry
-346.2804,-5.1390533,-40.68226,-12.267935,-21.117226,-9.047784,-10.491876,-7.555314,-13.038766,-4.7326508,-11.001425,-10.24472,5.261376,156.60152,41.270233,47.61829,26.8248,26.849525,16.40069,16.97224,16.695326,17.898853,10.1241255,12.451616,13.61845,13.507338,1273.5962,986.8976,0.07595019,0.0936934,0.32390700120192306,0.21784239907704103,3814.347057812206,1332.2015722123347,angry
-431.86124,26.345043,-30.044329,-11.670655,-7.863208,-16.395622,-10.740064,-13.309744,-22.447483,-0.9498544,-3.9826593,-12.023019,-1.908008,153.13548,40.03248,41.411064,23.806547,21.335356,24.605219,14.28325,14.854633,21.117764,10.3104925,12.9205475,11.828588,12.879586,834.2314,587.6061,0.023999944,0.030777546,0.27421875,0.20115327277580825,3325.589271170685,1456.0470782027483,fearful
-645.9685,59.033115,5.182912,-0.13843301,-2.8155358,-6.0710163,-0.15994124,-17.16185,-13.098907,-2.9269087,-7.397137,-5.2594585,-6.889221,164.77306,62.533173,24.773893,23.459194,13.706524,19.02705,13.960149,16.725105,13.538504,10.375564,8.649389,8.753456,10.8977,459.67056,684.16455,0.00467777,0.004825725,0.22719350961538462,0.22467362987750733,3094.000388160359,1921.882450973741,sad
